PIC,SITE,TRANSACT,GROUP,LABEL,Live_Non_live,Count
126,Papagayo,2,CCA,Pink CCA,Live,20
126,Papagayo,2,Hard Coral,Pavona gigantea,Live,8
126,Papagayo,2,Substrate,Gravel,Non-live,4
126,Papagayo,2,Substrate,Sand,Non-live,4
127,Papagayo,2,Algae,Turf algae,Live,16
127,Papagayo,2,CCA,Pink CCA,Live,32
127,Papagayo,2,CCA,White CCA,Live,4
127,Papagayo,2,Diadema,Diadema sp,Live,4
127,Papagayo,2,Hard Coral,Pavona gigantea,Live,40
128,Papagayo,2,Algae,Turf algae,Live,56
128,Papagayo,2,CCA,Pink CCA,Live,24
128,Papagayo,2,CCA,Red CCA,Live,12
128,Papagayo,2,Hard Coral,Psammocora stellata,Live,4
129,Papagayo,2,Algae,Turf algae,Live,56
129,Papagayo,2,CCA,Pink CCA,Live,40
130,Papagayo,2,Algae,Turf algae,Live,20
130,Papagayo,2,CCA,Pink CCA,Live,64
130,Papagayo,2,Diadema,Diadema sp,Live,4
130,Papagayo,2,Hard Coral,Pocillopora effusa,Live,8
130,Papagayo,2,Substrate,Sand,Non-live,4
131,Papagayo,2,Algae,Turf algae,Live,40
131,Papagayo,2,CCA,Pink CCA,Live,48
131,Papagayo,2,CCA,Red CCA,Live,4
131,Papagayo,2,Diadema,Diadema sp,Live,4
131,Papagayo,2,Hard Coral,Pavona gigantea,Live,4
132,Papagayo,2,Algae,Turf algae,Live,44
132,Papagayo,2,CCA,Pink CCA,Live,12
132,Papagayo,2,CCA,White CCA,Live,4
132,Papagayo,2,Hard Coral,Pavona gigantea,Live,8
132,Papagayo,2,Hard Coral,Pocillopora effusa,Live,28
133,Papagayo,2,Algae,Turf algae,Live,76
133,Papagayo,2,CCA,Pink CCA,Live,16
133,Papagayo,2,CCA,Red CCA,Live,4
133,Papagayo,2,CCA,White CCA,Live,4
134,Papagayo,2,Algae,Turf algae,Live,72
134,Papagayo,2,CCA,Pink CCA,Live,12
134,Papagayo,2,CCA,Red CCA,Live,16
135,Papagayo,2,Algae,Turf algae,Live,68
135,Papagayo,2,CCA,Pink CCA,Live,8
135,Papagayo,2,Hard Coral,Pocillopora effusa,Live,8
135,Papagayo,2,Substrate,Sand,Non-live,16
136,Papagayo,2,Algae,Galaxaura,Live,4
136,Papagayo,2,Algae,Turf algae,Live,68
136,Papagayo,2,Ascidian,Ascidian (solitary),Live,4
136,Papagayo,2,CCA,Pink CCA,Live,20
136,Papagayo,2,Hard Coral,Porites lobata,Live,4
137,Papagayo,2,Algae,Turf algae,Live,24
137,Papagayo,2,CCA,Pink CCA,Live,12
137,Papagayo,2,CCA,Red CCA,Live,8
137,Papagayo,2,CCA,White CCA,Live,4
137,Papagayo,2,Hard Coral,Porites lobata,Live,52
138,Papagayo,2,Algae,Galaxaura,Live,4
138,Papagayo,2,Algae,Turf algae,Live,36
138,Papagayo,2,CCA,Pink CCA,Live,32
138,Papagayo,2,Hard Coral,Pavona gigantea,Live,28
139,Papagayo,2,Algae,Turf algae,Live,32
139,Papagayo,2,CCA,Pink CCA,Live,28
139,Papagayo,2,Hard Coral,Pavona gigantea,Live,20
139,Papagayo,2,Hard Coral,Pocillopora effusa,Live,12
139,Papagayo,2,Substrate,Sand,Non-live,4
140,Papagayo,2,Algae,Turf algae,Live,60
140,Papagayo,2,CCA,Pink CCA,Live,28
140,Papagayo,2,CCA,White CCA,Live,4
140,Papagayo,2,Hard Coral,Pocillopora effusa,Live,4
140,Papagayo,2,Hard Coral,Psammocora stellata,Live,4
141,Papagayo,2,Algae,Turf algae,Live,76
141,Papagayo,2,CCA,Pink CCA,Live,12
141,Papagayo,2,Diadema,Diadema sp,Live,4
141,Papagayo,2,Hard Coral,Pocillopora effusa,Live,8
142,Papagayo,2,Algae,Turf algae,Live,44
142,Papagayo,2,CCA,Pink CCA,Live,32
142,Papagayo,2,Diadema,Diadema sp,Live,4
142,Papagayo,2,Hard Coral,Porites lobata,Live,20
143,Papagayo,2,Algae,Turf algae,Live,36
143,Papagayo,2,CCA,Pink CCA,Live,32
143,Papagayo,2,CCA,White CCA,Live,8
143,Papagayo,2,Diadema,Diadema sp,Live,4
143,Papagayo,2,Hard Coral,Pavona gigantea,Live,8
143,Papagayo,2,Hard Coral,Psammocora stellata,Live,4
144,Papagayo,2,Algae,Turf algae,Live,56
144,Papagayo,2,CCA,Pink CCA,Live,32
144,Papagayo,2,CCA,White CCA,Live,4
144,Papagayo,2,Hard Coral,Psammocora stellata,Live,4
144,Papagayo,2,Substrate,Sand,Non-live,4
145,Papagayo,2,Algae,Turf algae,Live,40
145,Papagayo,2,CCA,Pink CCA,Live,40
145,Papagayo,2,CCA,White CCA,Live,4
145,Papagayo,2,Hard Coral,Psammocora stellata,Live,12
146,Papagayo,2,Algae,Turf algae,Live,32
146,Papagayo,2,CCA,Pink CCA,Live,36
146,Papagayo,2,CCA,Red CCA,Live,4
146,Papagayo,2,CCA,White CCA,Live,4
146,Papagayo,2,Diadema,Diadema sp,Live,4
146,Papagayo,2,Hard Coral,Porites lobata,Live,16
146,Papagayo,2,Substrate,Gravel,Non-live,4
147,Papagayo,2,Algae,Turf algae,Live,12
147,Papagayo,2,CCA,Pink CCA,Live,76
147,Papagayo,2,CCA,Red CCA,Live,4
147,Papagayo,2,Diadema,Diadema sp,Live,8
148,Papagayo,2,Algae,Turf algae,Live,28
148,Papagayo,2,CCA,Pink CCA,Live,20
148,Papagayo,2,CCA,Red CCA,Live,4
148,Papagayo,2,Diadema,Diadema sp,Live,4
148,Papagayo,2,Hard Coral,Pavona gigantea,Live,44
149,Papagayo,2,Algae,Turf algae,Live,12
149,Papagayo,2,CCA,Pink CCA,Live,28
149,Papagayo,2,Diadema,Diadema sp,Live,8
149,Papagayo,2,Hard Coral,Porites lobata,Live,40
150,Papagayo,2,Algae,Turf algae,Live,68
150,Papagayo,2,CCA,Pink CCA,Live,8
150,Papagayo,2,Hard Coral,Pocillopora effusa,Live,16
151,Papagayo,2,Algae,Turf algae,Live,84
151,Papagayo,2,Diadema,Diadema sp,Live,16
152,Papagayo,2,Algae,Turf algae,Live,64
152,Papagayo,2,CCA,Pink CCA,Live,12
152,Papagayo,2,Hard Coral,Pavona gigantea,Live,20
152,Papagayo,2,Soft Coral,Soft Coral,Non-live,4
153,Papagayo,2,Algae,Turf algae,Live,48
153,Papagayo,2,CCA,Pink CCA,Live,32
153,Papagayo,2,Diadema,Diadema sp,Live,8
153,Papagayo,2,Hard Coral,Porites lobata,Live,8
154,Papagayo,2,Algae,Turf algae,Live,16
154,Papagayo,2,CCA,Pink CCA,Live,20
154,Papagayo,2,Hard Coral,Porites lobata,Live,64
155,Papagayo,2,Algae,Turf algae,Live,24
155,Papagayo,2,CCA,Pink CCA,Live,4
155,Papagayo,2,Hard Coral,Pavona gigantea,Live,56
155,Papagayo,2,Hard Coral,Pocillopora effusa,Live,16
156,Papagayo,2,Algae,Turf algae,Live,56
156,Papagayo,2,CCA,Pink CCA,Live,40
156,Papagayo,2,CCA,White CCA,Live,4
157,Papagayo,2,Algae,Turf algae,Live,52
157,Papagayo,2,CCA,Pink CCA,Live,32
157,Papagayo,2,CCA,Red CCA,Live,8
157,Papagayo,2,Hard Coral,Pocillopora effusa,Live,8
158,Papagayo,2,Algae,Turf algae,Live,20
158,Papagayo,2,CCA,Pink CCA,Live,24
158,Papagayo,2,Diadema,Diadema sp,Live,4
158,Papagayo,2,Hard Coral,Pocillopora effusa,Live,52
159,Papagayo,2,Algae,Turf algae,Live,44
159,Papagayo,2,CCA,Pink CCA,Live,16
159,Papagayo,2,Hard Coral,Pocillopora effusa,Live,40
160,Papagayo,2,Algae,Turf algae,Live,36
160,Papagayo,2,CCA,Pink CCA,Live,52
160,Papagayo,2,CCA,White CCA,Live,4
160,Papagayo,2,Hard Coral,Pavona gigantea,Live,8
161,Papagayo,2,Algae,Turf algae,Live,16
161,Papagayo,2,CCA,Pink CCA,Live,4
161,Papagayo,2,Hard Coral,Pavona varians,Live,76
162,Papagayo,2,Algae,Turf algae,Live,68
162,Papagayo,2,CCA,Pink CCA,Live,24
162,Papagayo,2,Diadema,Diadema sp,Live,4
163,Papagayo,2,Algae,Turf algae,Live,52
163,Papagayo,2,CCA,Pink CCA,Live,20
163,Papagayo,2,Hard Coral,Pavona gigantea,Live,20
164,Papagayo,2,Algae,Turf algae,Live,24
164,Papagayo,2,CCA,Pink CCA,Live,32
164,Papagayo,2,Diadema,Diadema sp,Live,4
164,Papagayo,2,Hard Coral,Pavona gigantea,Live,40
165,Papagayo,2,Algae,Turf algae,Live,88
165,Papagayo,2,Hard Coral,Pocillopora effusa,Live,8
165,Papagayo,2,Substrate,Sand,Non-live,4
166,Papagayo,2,Algae,Turf algae,Live,100
167,Papagayo,2,Algae,Turf algae,Live,76
167,Papagayo,2,CCA,Pink CCA,Live,20
167,Papagayo,2,Hard Coral,Pocillopora effusa,Live,4
168,Papagayo,2,Algae,Turf algae,Live,88
168,Papagayo,2,CCA,Pink CCA,Live,12
169,Papagayo,2,Algae,Turf algae,Live,80
169,Papagayo,2,CCA,Pink CCA,Live,16
169,Papagayo,2,CCA,White CCA,Live,4
170,Papagayo,2,Algae,Turf algae,Live,88
170,Papagayo,2,CCA,Pink CCA,Live,4
170,Papagayo,2,Substrate,Gravel,Non-live,4
170,Papagayo,2,Substrate,Sand,Non-live,4
171,Papagayo,2,Algae,Turf algae,Live,72
171,Papagayo,2,CCA,Pink CCA,Live,4
171,Papagayo,2,CCA,White CCA,Live,4
171,Papagayo,2,Hard Coral,Pocillopora effusa,Live,16
171,Papagayo,2,Substrate,Gravel,Non-live,4
172,Papagayo,2,Algae,Turf algae,Live,24
172,Papagayo,2,Substrate,Gravel,Non-live,40
172,Papagayo,2,Substrate,Sand,Non-live,32
173,Papagayo,2,Algae,Turf algae,Live,24
173,Papagayo,2,Substrate,Gravel,Non-live,72
173,Papagayo,2,Substrate,Sand,Non-live,4
174,Papagayo,2,Algae,Turf algae,Live,24
174,Papagayo,2,CCA,Pink CCA,Live,56
174,Papagayo,2,Hard Coral,Pavona gigantea,Live,16
174,Papagayo,2,Substrate,Gravel,Non-live,4
175,Papagayo,2,Algae,Turf algae,Live,68
175,Papagayo,2,CCA,Pink CCA,Live,8
175,Papagayo,2,Hard Coral,Pavona varians,Live,12
175,Papagayo,2,Substrate,Sand,Non-live,8
176,Papagayo,2,Algae,Turf algae,Live,20
176,Papagayo,2,CCA,Pink CCA,Live,28
176,Papagayo,2,Hard Coral,Pavona varians,Live,40
176,Papagayo,2,Hard Coral,Pocillopora effusa,Live,8
177,Papagayo,2,Algae,Turf algae,Live,12
177,Papagayo,2,CCA,Pink CCA,Live,8
177,Papagayo,2,Diadema,Diadema sp,Live,8
177,Papagayo,2,Hard Coral,Pavona varians,Live,68
177,Papagayo,2,Substrate,Gravel,Non-live,4
178,Papagayo,2,Algae,Turf algae,Live,36
178,Papagayo,2,CCA,Pink CCA,Live,36
178,Papagayo,2,Hard Coral,Pavona gigantea,Live,20
178,Papagayo,2,Substrate,Gravel,Non-live,4
179,Papagayo,2,Algae,Turf algae,Live,64
179,Papagayo,2,Substrate,Sand,Non-live,32
180,Papagayo,2,Algae,Turf algae,Live,80
180,Papagayo,2,Hard Coral,Pocillopora effusa,Live,16
181,Papagayo,3,Algae,Turf algae,Live,52
181,Papagayo,3,CCA,Pink CCA,Live,12
181,Papagayo,3,CCA,Red CCA,Live,16
181,Papagayo,3,Hard Coral,Pocillopora effusa,Live,12
181,Papagayo,3,Substrate,Rock,Non-live,4
181,Papagayo,3,Substrate,Sand,Non-live,4
182,Papagayo,3,Algae,Turf algae,Live,64
182,Papagayo,3,CCA,Pink CCA,Live,12
182,Papagayo,3,Hard Coral,Pocillopora effusa,Live,20
182,Papagayo,3,Substrate,Sand,Non-live,4
183,Papagayo,3,Algae,Galaxaura,Live,4
183,Papagayo,3,Algae,Turf algae,Live,20
183,Papagayo,3,CCA,Pink CCA,Live,56
183,Papagayo,3,CCA,Red CCA,Live,4
183,Papagayo,3,Diadema,Diadema sp,Live,4
183,Papagayo,3,Hard Coral,Pocillopora effusa,Live,12
184,Papagayo,3,Algae,Turf algae,Live,64
184,Papagayo,3,CCA,Pink CCA,Live,8
184,Papagayo,3,Hard Coral,Pavona gigantea,Live,4
184,Papagayo,3,Hard Coral,Pocillopora effusa,Live,24
185,Papagayo,3,Algae,Turf algae,Live,64
185,Papagayo,3,CCA,Pink CCA,Live,28
185,Papagayo,3,CCA,Red CCA,Live,4
185,Papagayo,3,Diadema,Diadema sp,Live,4
186,Papagayo,3,Algae,Turf algae,Live,36
186,Papagayo,3,CCA,Pink CCA,Live,28
186,Papagayo,3,Diadema,Diadema sp,Live,16
186,Papagayo,3,Hard Coral,Pocillopora effusa,Live,20
187,Papagayo,3,Algae,Turf algae,Live,60
187,Papagayo,3,CCA,Pink CCA,Live,16
187,Papagayo,3,CCA,White CCA,Live,8
187,Papagayo,3,Hard Coral,Pocillopora effusa,Live,16
188,Papagayo,3,Algae,Turf algae,Live,92
188,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
189,Papagayo,3,Algae,Turf algae,Live,64
189,Papagayo,3,CCA,Pink CCA,Live,4
189,Papagayo,3,Diadema,Diadema sp,Live,4
189,Papagayo,3,Hard Coral,Pocillopora effusa,Live,28
190,Papagayo,3,Algae,Turf algae,Live,48
190,Papagayo,3,CCA,Pink CCA,Live,28
190,Papagayo,3,CCA,White CCA,Live,8
190,Papagayo,3,Diadema,Diadema sp,Live,4
190,Papagayo,3,Hard Coral,Pocillopora effusa,Live,12
191,Papagayo,3,Algae,Turf algae,Live,56
191,Papagayo,3,CCA,Pink CCA,Live,8
191,Papagayo,3,CCA,White CCA,Live,4
191,Papagayo,3,Diadema,Diadema sp,Live,8
191,Papagayo,3,Hard Coral,Pocillopora effusa,Live,24
192,Papagayo,3,Algae,Turf algae,Live,60
192,Papagayo,3,Hard Coral,Pocillopora effusa,Live,40
193,Papagayo,3,Algae,Turf algae,Live,36
193,Papagayo,3,CCA,Pink CCA,Live,32
193,Papagayo,3,CCA,Red CCA,Live,4
193,Papagayo,3,CCA,White CCA,Live,4
193,Papagayo,3,Diadema,Diadema sp,Live,8
193,Papagayo,3,Hard Coral,Pocillopora effusa,Live,16
194,Papagayo,3,Algae,Caulerpa spp.,Live,4
194,Papagayo,3,Algae,Turf algae,Live,56
194,Papagayo,3,CCA,Pink CCA,Live,16
194,Papagayo,3,Diadema,Diadema sp,Live,4
194,Papagayo,3,Hard Coral,Pocillopora effusa,Live,20
195,Papagayo,3,Algae,Turf algae,Live,44
195,Papagayo,3,CCA,Pink CCA,Live,8
195,Papagayo,3,CCA,White CCA,Live,4
195,Papagayo,3,Diadema,Diadema sp,Live,4
195,Papagayo,3,Hard Coral,Pocillopora effusa,Live,40
196,Papagayo,3,Algae,Turf algae,Live,56
196,Papagayo,3,CCA,Pink CCA,Live,24
196,Papagayo,3,CCA,White CCA,Live,8
196,Papagayo,3,Diadema,Diadema sp,Live,8
196,Papagayo,3,Substrate,Sand,Non-live,4
197,Papagayo,3,Algae,Galaxaura,Live,4
197,Papagayo,3,Algae,Turf algae,Live,40
197,Papagayo,3,CCA,Pink CCA,Live,44
197,Papagayo,3,Hard Coral,Pocillopora effusa,Live,12
198,Papagayo,3,Algae,Turf algae,Live,84
198,Papagayo,3,CCA,Pink CCA,Live,8
198,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
199,Papagayo,3,Algae,Galaxaura,Live,4
199,Papagayo,3,Algae,Turf algae,Live,68
199,Papagayo,3,CCA,White CCA,Live,4
199,Papagayo,3,Diadema,Diadema sp,Live,4
199,Papagayo,3,Hard Coral,Pavona gigantea,Live,20
200,Papagayo,3,Algae,Turf algae,Live,28
200,Papagayo,3,CCA,Pink CCA,Live,52
200,Papagayo,3,CCA,Red CCA,Live,8
200,Papagayo,3,Hard Coral,Pavona gigantea,Live,8
201,Papagayo,3,Algae,Turf algae,Live,64
201,Papagayo,3,CCA,Pink CCA,Live,24
201,Papagayo,3,Diadema,Diadema sp,Live,4
201,Papagayo,3,Hard Coral,Psammocora stellata,Live,8
202,Papagayo,3,Algae,Turf algae,Live,36
202,Papagayo,3,CCA,Pink CCA,Live,24
202,Papagayo,3,CCA,Red CCA,Live,4
202,Papagayo,3,CCA,White CCA,Live,8
202,Papagayo,3,Diadema,Diadema sp,Live,4
202,Papagayo,3,Hard Coral,Porites lobata,Live,8
202,Papagayo,3,Substrate,Gravel,Non-live,4
202,Papagayo,3,Substrate,Sand,Non-live,12
203,Papagayo,3,Algae,Turf algae,Live,36
203,Papagayo,3,CCA,Pink CCA,Live,12
203,Papagayo,3,CCA,Red CCA,Live,4
203,Papagayo,3,Diadema,Diadema sp,Live,8
203,Papagayo,3,Hard Coral,Pocillopora effusa,Live,40
204,Papagayo,3,Algae,Turf algae,Live,16
204,Papagayo,3,CCA,Pink CCA,Live,44
204,Papagayo,3,CCA,Red CCA,Live,4
204,Papagayo,3,Diadema,Diadema sp,Live,8
204,Papagayo,3,Hard Coral,Pocillopora effusa,Live,28
205,Papagayo,3,Algae,Turf algae,Live,72
205,Papagayo,3,CCA,Pink CCA,Live,12
205,Papagayo,3,CCA,White CCA,Live,4
205,Papagayo,3,Diadema,Diadema sp,Live,4
205,Papagayo,3,Substrate,Gravel,Non-live,8
206,Papagayo,3,Algae,Turf algae,Live,56
206,Papagayo,3,CCA,Pink CCA,Live,8
206,Papagayo,3,CCA,Red CCA,Live,12
206,Papagayo,3,CCA,White CCA,Live,8
206,Papagayo,3,Substrate,Gravel,Non-live,12
206,Papagayo,3,Substrate,Rock,Non-live,4
207,Papagayo,3,Algae,Turf algae,Live,60
207,Papagayo,3,CCA,Pink CCA,Live,20
207,Papagayo,3,CCA,White CCA,Live,8
207,Papagayo,3,Hard Coral,Pocillopora effusa,Live,12
208,Papagayo,3,Algae,Turf algae,Live,36
208,Papagayo,3,CCA,Pink CCA,Live,32
208,Papagayo,3,CCA,Red CCA,Live,24
208,Papagayo,3,CCA,White CCA,Live,4
208,Papagayo,3,Substrate,Gravel,Non-live,4
209,Papagayo,3,Algae,Galaxaura,Live,4
209,Papagayo,3,Algae,Turf algae,Live,44
209,Papagayo,3,CCA,Pink CCA,Live,8
209,Papagayo,3,CCA,Red CCA,Live,12
209,Papagayo,3,Hard Coral,Pocillopora effusa,Live,32
210,Papagayo,3,Algae,Turf algae,Live,24
210,Papagayo,3,Hard Coral,Pavona gigantea,Live,64
211,Papagayo,3,Algae,Turf algae,Live,36
211,Papagayo,3,CCA,Pink CCA,Live,28
211,Papagayo,3,Hard Coral,Pocillopora effusa,Live,28
212,Papagayo,3,Algae,Turf algae,Live,44
212,Papagayo,3,CCA,Pink CCA,Live,40
212,Papagayo,3,Diadema,Diadema sp,Live,4
212,Papagayo,3,Hard Coral,Pocillopora effusa,Live,4
212,Papagayo,3,Hard Coral,Porites lobata,Live,8
213,Papagayo,3,Algae,Turf algae,Live,24
213,Papagayo,3,CCA,Pink CCA,Live,28
213,Papagayo,3,CCA,Red CCA,Live,20
213,Papagayo,3,CCA,White CCA,Live,8
213,Papagayo,3,Diadema,Diadema sp,Live,4
213,Papagayo,3,Hard Coral,Porites lobata,Live,4
213,Papagayo,3,Substrate,Gravel,Non-live,8
214,Papagayo,3,Algae,Caulerpa spp.,Live,20
214,Papagayo,3,Algae,Turf algae,Live,52
214,Papagayo,3,CCA,Pink CCA,Live,16
214,Papagayo,3,CCA,Red CCA,Live,12
215,Papagayo,3,Algae,Turf algae,Live,52
215,Papagayo,3,CCA,Pink CCA,Live,20
215,Papagayo,3,Diadema,Diadema sp,Live,8
215,Papagayo,3,Hard Coral,Pocillopora effusa,Live,20
216,Papagayo,3,Algae,Galaxaura,Live,4
216,Papagayo,3,Algae,Turf algae,Live,56
216,Papagayo,3,CCA,Pink CCA,Live,32
216,Papagayo,3,Hard Coral,Pavona gigantea,Live,4
216,Papagayo,3,Hard Coral,Pocillopora effusa,Live,4
217,Papagayo,3,Algae,Turf algae,Live,16
217,Papagayo,3,CCA,Pink CCA,Live,44
217,Papagayo,3,CCA,Red CCA,Live,4
217,Papagayo,3,Diadema,Diadema sp,Live,4
217,Papagayo,3,Hard Coral,Pocillopora effusa,Live,32
218,Papagayo,3,Algae,Turf algae,Live,40
218,Papagayo,3,CCA,Pink CCA,Live,44
218,Papagayo,3,Diadema,Diadema sp,Live,4
218,Papagayo,3,Hard Coral,Porites lobata,Live,8
219,Papagayo,3,Algae,Turf algae,Live,28
219,Papagayo,3,CCA,Pink CCA,Live,28
219,Papagayo,3,CCA,Red CCA,Live,4
219,Papagayo,3,Diadema,Diadema sp,Live,8
219,Papagayo,3,Hard Coral,Porites lobata,Live,32
220,Papagayo,3,Algae,Turf algae,Live,84
220,Papagayo,3,CCA,Pink CCA,Live,12
220,Papagayo,3,Diadema,Diadema sp,Live,4
221,Papagayo,3,Algae,Turf algae,Live,28
221,Papagayo,3,CCA,Pink CCA,Live,32
221,Papagayo,3,CCA,Red CCA,Live,12
221,Papagayo,3,Diadema,Diadema sp,Live,16
221,Papagayo,3,Hard Coral,Porites lobata,Live,12
222,Papagayo,3,Algae,Turf algae,Live,60
222,Papagayo,3,CCA,Pink CCA,Live,4
222,Papagayo,3,CCA,Red CCA,Live,4
222,Papagayo,3,Diadema,Diadema sp,Live,4
222,Papagayo,3,Hard Coral,Pocillopora effusa,Live,20
222,Papagayo,3,Substrate,Sand,Non-live,8
223,Papagayo,3,Algae,Turf algae,Live,36
223,Papagayo,3,CCA,Red CCA,Live,4
223,Papagayo,3,CCA,White CCA,Live,4
223,Papagayo,3,Hard Coral,Pavona gigantea,Live,48
224,Papagayo,3,Algae,Turf algae,Live,40
224,Papagayo,3,CCA,Pink CCA,Live,8
224,Papagayo,3,CCA,Red CCA,Live,4
224,Papagayo,3,Hard Coral,Pavona gigantea,Live,20
224,Papagayo,3,Hard Coral,Pocillopora effusa,Live,28
225,Papagayo,3,Algae,Turf algae,Live,80
225,Papagayo,3,CCA,Pink CCA,Live,16
225,Papagayo,3,CCA,White CCA,Live,4
226,Papagayo,3,Algae,Turf algae,Live,48
226,Papagayo,3,CCA,Pink CCA,Live,12
226,Papagayo,3,CCA,Red CCA,Live,8
226,Papagayo,3,CCA,White CCA,Live,12
226,Papagayo,3,Diadema,Diadema sp,Live,8
226,Papagayo,3,Hard Coral,Pocillopora effusa,Live,12
227,Papagayo,3,Algae,Turf algae,Live,20
227,Papagayo,3,CCA,Pink CCA,Live,20
227,Papagayo,3,CCA,White CCA,Live,4
227,Papagayo,3,Diadema,Diadema sp,Live,36
227,Papagayo,3,Hard Coral,Pocillopora effusa,Live,20
228,Papagayo,3,Algae,Turf algae,Live,56
228,Papagayo,3,CCA,Pink CCA,Live,24
228,Papagayo,3,Diadema,Diadema sp,Live,4
228,Papagayo,3,Hard Coral,Pocillopora effusa,Live,16
229,Papagayo,3,Algae,Turf algae,Live,24
229,Papagayo,3,CCA,Pink CCA,Live,48
229,Papagayo,3,Diadema,Diadema sp,Live,8
229,Papagayo,3,Hard Coral,Pocillopora effusa,Live,16
229,Papagayo,3,Sponge,Sponge,Non-live,4
230,Papagayo,3,Algae,Caulerpa spp.,Live,4
230,Papagayo,3,Algae,Turf algae,Live,36
230,Papagayo,3,CCA,Pink CCA,Live,44
230,Papagayo,3,CCA,Red CCA,Live,4
230,Papagayo,3,CCA,White CCA,Live,8
230,Papagayo,3,Diadema,Diadema sp,Live,4
231,Papagayo,3,Algae,Turf algae,Live,72
231,Papagayo,3,CCA,White CCA,Live,4
231,Papagayo,3,Hard Coral,Pocillopora effusa,Live,20
231,Papagayo,3,Substrate,Sand,Non-live,4
232,Papagayo,3,Algae,Caulerpa spp.,Live,36
232,Papagayo,3,Algae,Turf algae,Live,16
232,Papagayo,3,CCA,Pink CCA,Live,12
232,Papagayo,3,CCA,Red CCA,Live,12
232,Papagayo,3,Hard Coral,Pocillopora effusa,Live,16
233,Papagayo,3,Algae,Turf algae,Live,16
233,Papagayo,3,CCA,Pink CCA,Live,48
233,Papagayo,3,CCA,Red CCA,Live,8
233,Papagayo,3,CCA,White CCA,Live,8
233,Papagayo,3,Diadema,Diadema sp,Live,20
234,Papagayo,3,Algae,Caulerpa spp.,Live,20
234,Papagayo,3,Algae,Turf algae,Live,60
234,Papagayo,3,CCA,Pink CCA,Live,4
234,Papagayo,3,CCA,Red CCA,Live,8
234,Papagayo,3,Diadema,Diadema sp,Live,4
234,Papagayo,3,Substrate,Sand,Non-live,4
235,Papagayo,3,Algae,Turf algae,Live,52
235,Papagayo,3,CCA,Pink CCA,Live,28
235,Papagayo,3,CCA,White CCA,Live,4
235,Papagayo,3,Diadema,Diadema sp,Live,4
235,Papagayo,3,Hard Coral,Pocillopora effusa,Live,12
236,Papagayo,3,Algae,Turf algae,Live,20
236,Papagayo,3,CCA,Pink CCA,Live,44
236,Papagayo,3,CCA,White CCA,Live,4
236,Papagayo,3,Diadema,Diadema sp,Live,12
236,Papagayo,3,Hard Coral,Pocillopora effusa,Live,20
237,Papagayo,3,Algae,Turf algae,Live,20
237,Papagayo,3,CCA,Pink CCA,Live,44
237,Papagayo,3,CCA,Red CCA,Live,4
237,Papagayo,3,Diadema,Diadema sp,Live,12
237,Papagayo,3,Hard Coral,Pocillopora effusa,Live,20
238,Papagayo,3,Algae,Turf algae,Live,76
238,Papagayo,3,CCA,Pink CCA,Live,12
238,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
238,Papagayo,3,Substrate,Sand,Non-live,4
239,Papagayo,3,Algae,Turf algae,Live,32
239,Papagayo,3,CCA,Pink CCA,Live,44
239,Papagayo,3,CCA,White CCA,Live,16
239,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
240,Papagayo,3,Algae,Caulerpa spp.,Live,4
240,Papagayo,3,Algae,Turf algae,Live,60
240,Papagayo,3,Hard Coral,Pocillopora effusa,Live,32
240,Papagayo,3,Substrate,Sand,Non-live,4
241,Papagayo,3,Algae,Turf algae,Live,56
241,Papagayo,3,CCA,Pink CCA,Live,4
241,Papagayo,3,Diadema,Diadema sp,Live,4
241,Papagayo,3,Hard Coral,Pocillopora effusa,Live,36
242,Papagayo,3,Algae,Turf algae,Live,80
242,Papagayo,3,CCA,Pink CCA,Live,16
243,Papagayo,3,Algae,Turf algae,Live,48
243,Papagayo,3,CCA,Pink CCA,Live,36
243,Papagayo,3,CCA,Red CCA,Live,4
243,Papagayo,3,Diadema,Diadema sp,Live,4
243,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
244,Papagayo,3,Algae,Turf algae,Live,4
244,Papagayo,3,CCA,Pink CCA,Live,48
244,Papagayo,3,CCA,Red CCA,Live,4
244,Papagayo,3,CCA,White CCA,Live,4
244,Papagayo,3,Diadema,Diadema sp,Live,4
244,Papagayo,3,Hard Coral,Pocillopora effusa,Live,36
245,Papagayo,3,Algae,Turf algae,Live,24
245,Papagayo,3,CCA,Pink CCA,Live,44
245,Papagayo,3,CCA,White CCA,Live,8
245,Papagayo,3,Diadema,Diadema sp,Live,8
245,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
246,Papagayo,3,Algae,Turf algae,Live,4
246,Papagayo,3,CCA,Pink CCA,Live,48
246,Papagayo,3,CCA,Red CCA,Live,8
246,Papagayo,3,CCA,White CCA,Live,8
246,Papagayo,3,Hard Coral,Pocillopora effusa,Live,32
247,Papagayo,3,Algae,Turf algae,Live,4
247,Papagayo,3,CCA,Pink CCA,Live,40
247,Papagayo,3,Diadema,Diadema sp,Live,4
247,Papagayo,3,Hard Coral,Pocillopora effusa,Live,52
248,Papagayo,3,Algae,Turf algae,Live,88
